year,GEOID,county,variable,estimate,moe
2009,13117,Forsyth County,pop_other_race,6622,3082
2009,13117,Forsyth County,pop_foreign_born,22354,2176
2009,13117,Forsyth County,median_rent,1147,171
2009,13117,Forsyth County,median_rent_income_percent,31.2,3.7
2009,13117,Forsyth County,median_unit_value,276500,10096
2009,13117,Forsyth County,median_household_income,89330,4145
2009,13121,Fulton County,total_pop,1033756,0
2009,13121,Fulton County,pop_white,503937,6047
2009,13121,Fulton County,pop_baa,454450,3585
2009,13121,Fulton County,pop_aian,6227,1128
2009,13121,Fulton County,pop_asian,48918,676
2009,13121,Fulton County,pop_nhpi,NA,NA
2009,13121,Fulton County,pop_other_race,36813,5958
2009,13121,Fulton County,pop_foreign_born,130389,6590
2009,13121,Fulton County,median_rent,908,16
2009,13121,Fulton County,median_rent_income_percent,30.8,1.4
2009,13121,Fulton County,median_unit_value,257700,8968
2009,13121,Fulton County,median_household_income,84738,3053
2009,13135,Gwinnett County,total_pop,808167,0
2009,13135,Gwinnett County,pop_white,468797,9033
2009,13135,Gwinnett County,pop_baa,184277,2531
2009,13135,Gwinnett County,pop_aian,5722,1504
2009,13135,Gwinnett County,pop_asian,83383,902
2009,13135,Gwinnett County,pop_nhpi,1442,460
2009,13135,Gwinnett County,pop_other_race,84225,7916
2009,13135,Gwinnett County,pop_foreign_born,194989,6569
2009,13135,Gwinnett County,median_rent,954,23
2009,13135,Gwinnett County,median_rent_income_percent,33.3,1.9
2009,13135,Gwinnett County,median_unit_value,190300,3604
2009,13135,Gwinnett County,median_household_income,71613,1970
2009,13151,Henry County,total_pop,195370,0
2009,13151,Henry County,pop_white,119033,2126
2009,13151,Henry County,pop_baa,68104,1965
2009,13151,Henry County,pop_aian,1752,864
2009,13151,Henry County,pop_asian,6704,460
2009,13151,Henry County,pop_nhpi,NA,NA
2009,13151,Henry County,pop_other_race,5077,1511
2009,13151,Henry County,pop_foreign_born,15780,1917
2009,13151,Henry County,median_rent,1001,58
2009,13151,Henry County,median_rent_income_percent,30.3,3.6
2009,13151,Henry County,median_unit_value,165300,4291
2009,13151,Henry County,median_household_income,71361,2708
2009,13217,Newton County,total_pop,99944,0
2009,13217,Newton County,pop_white,61390,2033
2009,13217,Newton County,pop_baa,37569,1294
2009,13217,Newton County,pop_aian,NA,NA
2009,13217,Newton County,pop_asian,2642,1855
2009,13217,Newton County,pop_nhpi,NA,NA
2009,13217,Newton County,pop_other_race,2137,1913
2009,13217,Newton County,pop_foreign_born,6025,1582
2009,13217,Newton County,median_rent,916,49
2009,13217,Newton County,median_rent_income_percent,34.8,5.6
2009,13217,Newton County,median_unit_value,147200,6199
2009,13217,Newton County,median_household_income,55812,3115
2009,13223,Paulding County,total_pop,136655,0
2009,13223,Paulding County,pop_white,112137,1367
2009,13223,Paulding County,pop_baa,23416,1155
2009,13223,Paulding County,pop_aian,1344,1103
2009,13223,Paulding County,pop_asian,868,757
2009,13223,Paulding County,pop_nhpi,NA,NA
2009,13223,Paulding County,pop_other_race,1663,843
2009,13223,Paulding County,pop_foreign_born,4195,1197
2009,13223,Paulding County,median_rent,938,60
2009,13223,Paulding County,median_rent_income_percent,30.5,5.5
2009,13223,Paulding County,median_unit_value,154400,6972
2009,13223,Paulding County,median_household_income,67933,2631
2009,13247,Rockdale County,total_pop,84569,0
2009,13247,Rockdale County,pop_white,43499,2414
2009,13247,Rockdale County,pop_baa,35827,931
2009,13247,Rockdale County,pop_aian,2980,1511
2009,13247,Rockdale County,pop_asian,2065,296
2009,13247,Rockdale County,pop_nhpi,NA,NA
2009,13247,Rockdale County,pop_other_race,3071,2104
2009,13247,Rockdale County,pop_foreign_born,9547,1569
2009,13247,Rockdale County,median_rent,940,96
2009,13247,Rockdale County,median_rent_income_percent,31.3,2.8
2009,13247,Rockdale County,median_unit_value,161400,7278
2009,13247,Rockdale County,median_household_income,61188,4244
2009,13297,Walton County,total_pop,87311,0
2009,13297,Walton County,pop_white,70431,1211
2009,13297,Walton County,pop_baa,14128,371
2009,13297,Walton County,pop_aian,564,365
2009,13297,Walton County,pop_asian,1205,296
2009,13297,Walton County,pop_nhpi,NA,NA
2009,13297,Walton County,pop_other_race,1484,1163
2009,13297,Walton County,pop_foreign_born,2748,957
2009,13297,Walton County,median_rent,874,63
2009,13297,Walton County,median_rent_income_percent,31.9,3
2009,13297,Walton County,median_unit_value,166800,8224
2009,13297,Walton County,median_household_income,53059,4879
2010,13013,Barrow County,total_pop,69731,NA
2010,13013,Barrow County,pop_white,60101,2210
2010,13013,Barrow County,pop_baa,8180,2189
2010,13013,Barrow County,pop_aian,NA,NA
2010,13013,Barrow County,pop_asian,2272,737
2010,13013,Barrow County,pop_nhpi,NA,NA
2010,13013,Barrow County,pop_other_race,NA,NA
2010,13013,Barrow County,pop_foreign_born,3501,1410
2010,13013,Barrow County,median_rent,917,201
2010,13013,Barrow County,median_rent_income_percent,35.4,11.2
2010,13013,Barrow County,median_unit_value,138700,5173
2010,13013,Barrow County,median_household_income,59754,4699
2010,13015,Bartow County,total_pop,100195,NA
2010,13015,Bartow County,pop_white,83761,1895
2010,13015,Bartow County,pop_baa,11687,915
2010,13015,Bartow County,pop_aian,632,300
2010,13015,Bartow County,pop_asian,NA,NA
2010,13015,Bartow County,pop_nhpi,NA,NA
2010,13015,Bartow County,pop_other_race,5410,1650
2010,13015,Bartow County,pop_foreign_born,5971,2025
2010,13015,Bartow County,median_rent,690,51
2010,13015,Bartow County,median_rent_income_percent,38.1,6.6
2010,13015,Bartow County,median_unit_value,136100,7123
2010,13015,Bartow County,median_household_income,53552,5416
2010,13045,Carroll County,total_pop,110661,NA
2010,13045,Carroll County,pop_white,86339,1721
2010,13045,Carroll County,pop_baa,22095,678
2010,13045,Carroll County,pop_aian,1122,504
2010,13045,Carroll County,pop_asian,760,587
2010,13045,Carroll County,pop_nhpi,NA,NA
2010,13045,Carroll County,pop_other_race,2319,1298
2010,13045,Carroll County,pop_foreign_born,4975,1170
2010,13045,Carroll County,median_rent,751,66
2010,13045,Carroll County,median_rent_income_percent,34,5.4
2010,13045,Carroll County,median_unit_value,133400,8174
2010,13045,Carroll County,median_household_income,56360,3771
2010,13057,Cherokee County,total_pop,215129,NA
2010,13057,Cherokee County,pop_white,191489,2734
2010,13057,Cherokee County,pop_baa,14453,1732
2010,13057,Cherokee County,pop_aian,2105,639
2010,13057,Cherokee County,pop_asian,4795,398
2010,13057,Cherokee County,pop_nhpi,554,555
2010,13057,Cherokee County,pop_other_race,6454,2410
2010,13057,Cherokee County,pop_foreign_born,17356,2349
2010,13057,Cherokee County,median_rent,941,100
2010,13057,Cherokee County,median_rent_income_percent,31.1,6.4
2010,13057,Cherokee County,median_unit_value,194200,7526
2010,13057,Cherokee County,median_household_income,71047,3666
2010,13063,Clayton County,total_pop,259623,NA
2010,13063,Clayton County,pop_white,55958,4241
2010,13063,Clayton County,pop_baa,176256,1390
2010,13063,Clayton County,pop_aian,4321,2541
2010,13063,Clayton County,pop_asian,13740,371
2010,13063,Clayton County,pop_nhpi,NA,NA
2010,13063,Clayton County,pop_other_race,17168,3598
2010,13063,Clayton County,pop_foreign_born,39693,2986
2010,13063,Clayton County,median_rent,831,26
2010,13063,Clayton County,median_rent_income_percent,37.2,3.3
2010,13063,Clayton County,median_unit_value,109400,4241
2010,13063,Clayton County,median_household_income,46087,2477
2010,13067,Cobb County,total_pop,690063,NA
2010,13067,Cobb County,pop_white,440088,5481
2010,13067,Cobb County,pop_baa,179990,1612
2010,13067,Cobb County,pop_aian,5149,1221
2010,13067,Cobb County,pop_asian,34990,666
2010,13067,Cobb County,pop_nhpi,461,300
2010,13067,Cobb County,pop_other_race,43914,5582
2010,13067,Cobb County,pop_foreign_born,102565,5879
2010,13067,Cobb County,median_rent,934,20
2010,13067,Cobb County,median_rent_income_percent,30.3,1.6
2010,13067,Cobb County,median_unit_value,206700,6004
2010,13067,Cobb County,median_household_income,76638,2578
2010,13077,Coweta County,total_pop,127955,NA
2010,13077,Coweta County,pop_white,103553,2133
2010,13077,Coweta County,pop_baa,23804,966
2010,13077,Coweta County,pop_aian,807,300
2010,13077,Coweta County,pop_asian,2435,300
2010,13077,Coweta County,pop_nhpi,729,640
2010,13077,Coweta County,pop_other_race,2058,1164
2010,13077,Coweta County,pop_foreign_born,8464,2107
2010,13077,Coweta County,median_rent,886,84
2010,13077,Coweta County,median_rent_income_percent,28.5,4.9
2010,13077,Coweta County,median_unit_value,178700,8804
2010,13077,Coweta County,median_household_income,62175,4310
2010,13089,DeKalb County,total_pop,692902,NA
2010,13089,DeKalb County,pop_white,252969,4856
2010,13089,DeKalb County,pop_baa,382010,1340
2010,13089,DeKalb County,pop_aian,5540,2429
2010,13089,DeKalb County,pop_asian,40040,536
2010,13089,DeKalb County,pop_nhpi,308,222
2010,13089,DeKalb County,pop_other_race,23551,4976
2010,13089,DeKalb County,pop_foreign_born,117020,6880
2010,13089,DeKalb County,median_rent,912,18
2010,13089,DeKalb County,median_rent_income_percent,34.2,1.4
2010,13089,DeKalb County,median_unit_value,176100,6126
2010,13089,DeKalb County,median_household_income,66353,2034
2010,13097,Douglas County,total_pop,132722,NA
2010,13097,Douglas County,pop_white,73322,2440
2010,13097,Douglas County,pop_baa,55031,1099
2010,13097,Douglas County,pop_aian,NA,NA
2010,13097,Douglas County,pop_asian,2292,121
2010,13097,Douglas County,pop_nhpi,NA,NA
2010,13097,Douglas County,pop_other_race,3787,1934
2010,13097,Douglas County,pop_foreign_born,11290,1875
2010,13097,Douglas County,median_rent,929,32
2010,13097,Douglas County,median_rent_income_percent,30.7,4.5
2010,13097,Douglas County,median_unit_value,145900,9569
2010,13097,Douglas County,median_household_income,62966,3882
2010,13113,Fayette County,total_pop,106945,NA
2010,13113,Fayette County,pop_white,79914,1516
2010,13113,Fayette County,pop_baa,22366,220
2010,13113,Fayette County,pop_aian,1660,1136
2010,13113,Fayette County,pop_asian,4948,262
2010,13113,Fayette County,pop_nhpi,NA,NA
2010,13113,Fayette County,pop_other_race,1780,1194
2010,13113,Fayette County,pop_foreign_born,10424,1665
2010,13113,Fayette County,median_rent,1073,72
2010,13113,Fayette County,median_rent_income_percent,32,3.6
2010,13113,Fayette County,median_unit_value,234300,11029
2010,13113,Fayette County,median_household_income,88023,6602
2010,13117,Forsyth County,total_pop,176738,NA
2010,13117,Forsyth County,pop_white,155753,2969
2010,13117,Forsyth County,pop_baa,5636,607
2010,13117,Forsyth County,pop_aian,1024,792
2010,13117,Forsyth County,pop_asian,12368,686
2010,13117,Forsyth County,pop_nhpi,NA,NA
2010,13117,Forsyth County,pop_other_race,5070,2682
2010,13117,Forsyth County,pop_foreign_born,25594,2757
2010,13117,Forsyth County,median_rent,1097,90
2010,13117,Forsyth County,median_rent_income_percent,33.2,7.3
2010,13117,Forsyth County,median_unit_value,262900,10698
2010,13117,Forsyth County,median_household_income,88652,4309
2010,13121,Fulton County,total_pop,926197,NA
2010,13121,Fulton County,pop_white,429573,5920
2010,13121,Fulton County,pop_baa,418998,1932
2010,13121,Fulton County,pop_aian,7028,2299
2010,13121,Fulton County,pop_asian,59764,1548
2010,13121,Fulton County,pop_nhpi,NA,NA
2010,13121,Fulton County,pop_other_race,29062,5211
2010,13121,Fulton County,pop_foreign_born,119547,5032
2010,13121,Fulton County,median_rent,933,17
2010,13121,Fulton County,median_rent_income_percent,31.4,1.3
2010,13121,Fulton County,median_unit_value,244300,7932
2010,13121,Fulton County,median_household_income,80905,1948
2010,13135,Gwinnett County,total_pop,808719,NA
2010,13135,Gwinnett County,pop_white,449534,9332
2010,13135,Gwinnett County,pop_baa,200113,2510
2010,13135,Gwinnett County,pop_aian,4009,722
2010,13135,Gwinnett County,pop_asian,91530,734
2010,13135,Gwinnett County,pop_nhpi,1331,588
2010,13135,Gwinnett County,pop_other_race,81901,9133
2010,13135,Gwinnett County,pop_foreign_born,205508,6679
2010,13135,Gwinnett County,median_rent,935,19
2010,13135,Gwinnett County,median_rent_income_percent,30.5,1.8
2010,13135,Gwinnett County,median_unit_value,180600,3985
2010,13135,Gwinnett County,median_household_income,71276,2116
2010,13151,Henry County,total_pop,205265,NA
2010,13151,Henry County,pop_white,117174,2227
2010,13151,Henry County,pop_baa,78079,453
2010,13151,Henry County,pop_aian,2243,963
2010,13151,Henry County,pop_asian,6874,121
2010,13151,Henry County,pop_nhpi,NA,NA
2010,13151,Henry County,pop_other_race,4588,2003
2010,13151,Henry County,pop_foreign_born,14619,2035
2010,13151,Henry County,median_rent,1022,60
2010,13151,Henry County,median_rent_income_percent,29.2,3.6
2010,13151,Henry County,median_unit_value,158500,5554
2010,13151,Henry County,median_household_income,66951,3794
2010,13217,Newton County,total_pop,100086,NA
2010,13217,Newton County,pop_white,55113,1408
2010,13217,Newton County,pop_baa,43802,1241
2010,13217,Newton County,pop_aian,NA,NA
2010,13217,Newton County,pop_asian,1195,129
2010,13217,Newton County,pop_nhpi,NA,NA
2010,13217,Newton County,pop_other_race,1380,807
2010,13217,Newton County,pop_foreign_born,4839,1273
2010,13217,Newton County,median_rent,987,81
2010,13217,Newton County,median_rent_income_percent,45.9,4.1
2010,13217,Newton County,median_unit_value,134500,5822
2010,13217,Newton County,median_household_income,54954,3348
2010,13223,Paulding County,total_pop,142741,NA
2010,13223,Paulding County,pop_white,115445,1097
2010,13223,Paulding County,pop_baa,25430,197
2010,13223,Paulding County,pop_aian,892,300
2010,13223,Paulding County,pop_asian,1940,237
2010,13223,Paulding County,pop_nhpi,NA,NA
2010,13223,Paulding County,pop_other_race,1723,1259
2010,13223,Paulding County,pop_foreign_born,6410,1508
2010,13223,Paulding County,median_rent,913,65
2010,13223,Paulding County,median_rent_income_percent,27.7,4.3
2010,13223,Paulding County,median_unit_value,138800,5235
2010,13223,Paulding County,median_household_income,63985,3812
2010,13247,Rockdale County,total_pop,85434,NA
2010,13247,Rockdale County,pop_white,40543,1918
2010,13247,Rockdale County,pop_baa,41063,436
2010,13247,Rockdale County,pop_aian,NA,NA
2010,13247,Rockdale County,pop_asian,1677,300
2010,13247,Rockdale County,pop_nhpi,NA,NA
2010,13247,Rockdale County,pop_other_race,3436,1963
2010,13247,Rockdale County,pop_foreign_born,10373,1628
2010,13247,Rockdale County,median_rent,936,96
2010,13247,Rockdale County,median_rent_income_percent,32.8,2.5
2010,13247,Rockdale County,median_unit_value,163800,6635
2010,13247,Rockdale County,median_household_income,71402,4841
2010,13297,Walton County,total_pop,84004,NA
2010,13297,Walton County,pop_white,66755,639
2010,13297,Walton County,pop_baa,14794,381
2010,13297,Walton County,pop_aian,NA,NA
2010,13297,Walton County,pop_asian,360,358
2010,13297,Walton County,pop_nhpi,NA,NA
2010,13297,Walton County,pop_other_race,2117,613
2010,13297,Walton County,pop_foreign_born,2539,951
2010,13297,Walton County,median_rent,752,190
2010,13297,Walton County,median_rent_income_percent,35.1,10
2010,13297,Walton County,median_unit_value,166400,9291
2010,13297,Walton County,median_household_income,61162,4896
2011,13013,Barrow County,total_pop,69912,NA
2011,13013,Barrow County,pop_white,57566,2022
2011,13013,Barrow County,pop_baa,9261,1407
2011,13013,Barrow County,pop_aian,1161,1003
2011,13013,Barrow County,pop_asian,2182,1235
2011,13013,Barrow County,pop_nhpi,NA,NA
2011,13013,Barrow County,pop_other_race,879,821
2011,13013,Barrow County,pop_foreign_born,5806,2061
2011,13013,Barrow County,median_rent,917,80
2011,13013,Barrow County,median_rent_income_percent,34.6,7.4
2011,13013,Barrow County,median_unit_value,121400,6789
2011,13013,Barrow County,median_household_income,59505,6441
2011,13015,Bartow County,total_pop,100421,NA
2011,13015,Bartow County,pop_white,88829,1558
2011,13015,Bartow County,pop_baa,11981,1077
2011,13015,Bartow County,pop_aian,860,702
2011,13015,Bartow County,pop_asian,1458,773
2011,13015,Bartow County,pop_nhpi,NA,NA
2011,13015,Bartow County,pop_other_race,NA,NA
2011,13015,Bartow County,pop_foreign_born,4287,964
2011,13015,Bartow County,median_rent,738,43
2011,13015,Bartow County,median_rent_income_percent,27.7,12
2011,13015,Bartow County,median_unit_value,129200,11698
2011,13015,Bartow County,median_household_income,56121,8497
2011,13045,Carroll County,total_pop,111159,NA
2011,13045,Carroll County,pop_white,88129,1242
2011,13045,Carroll County,pop_baa,22339,1024
2011,13045,Carroll County,pop_aian,1038,878
2011,13045,Carroll County,pop_asian,1237,1040
2011,13045,Carroll County,pop_nhpi,NA,NA
2011,13045,Carroll County,pop_other_race,NA,NA
2011,13045,Carroll County,pop_foreign_born,4566,1350
2011,13045,Carroll County,median_rent,753,71
2011,13045,Carroll County,median_rent_income_percent,34.5,7.6
2011,13045,Carroll County,median_unit_value,115800,6621
2011,13045,Carroll County,median_household_income,55910,4144
2011,13057,Cherokee County,total_pop,218286,NA
2011,13057,Cherokee County,pop_white,192369,3474
2011,13057,Cherokee County,pop_baa,15953,1456
2011,13057,Cherokee County,pop_aian,1512,225
2011,13057,Cherokee County,pop_asian,4770,225
2011,13057,Cherokee County,pop_nhpi,NA,NA
2011,13057,Cherokee County,pop_other_race,8343,3571
2011,13057,Cherokee County,pop_foreign_born,19240,2522
2011,13057,Cherokee County,median_rent,930,65
2011,13057,Cherokee County,median_rent_income_percent,34.4,9.4
2011,13057,Cherokee County,median_unit_value,175200,8267
2011,13057,Cherokee County,median_household_income,75688,5553
2011,13063,Clayton County,total_pop,261532,NA
2011,13063,Clayton County,pop_white,64080,4827
2011,13063,Clayton County,pop_baa,177240,3082
2011,13063,Clayton County,pop_aian,2245,1028
2011,13063,Clayton County,pop_asian,14782,1240
2011,13063,Clayton County,pop_nhpi,NA,NA
2011,13063,Clayton County,pop_other_race,9270,3738
2011,13063,Clayton County,pop_foreign_born,42110,3352
2011,13063,Clayton County,median_rent,822,37
2011,13063,Clayton County,median_rent_income_percent,36.1,4
2011,13063,Clayton County,median_unit_value,88800,3855
2011,13063,Clayton County,median_household_income,49139,5712
2011,13067,Cobb County,total_pop,697553,NA
2011,13067,Cobb County,pop_white,455256,8407
2011,13067,Cobb County,pop_baa,186635,3038
2011,13067,Cobb County,pop_aian,4088,564
2011,13067,Cobb County,pop_asian,35795,425
2011,13067,Cobb County,pop_nhpi,NA,NA
2011,13067,Cobb County,pop_other_race,30420,8156
2011,13067,Cobb County,pop_foreign_born,104501,6769
2011,13067,Cobb County,median_rent,898,20
2011,13067,Cobb County,median_rent_income_percent,30.3,1.8
2011,13067,Cobb County,median_unit_value,193300,5194
2011,13067,Cobb County,median_household_income,80950,3784
2011,13077,Coweta County,total_pop,129629,NA
2011,13077,Coweta County,pop_white,103552,1132
2011,13077,Coweta County,pop_baa,24017,748
2011,13077,Coweta County,pop_aian,807,35
2011,13077,Coweta County,pop_asian,2536,48
2011,13077,Coweta County,pop_nhpi,NA,NA
2011,13077,Coweta County,pop_other_race,443,424
2011,13077,Coweta County,pop_foreign_born,8096,1924
2011,13077,Coweta County,median_rent,869,43
2011,13077,Coweta County,median_rent_income_percent,30.9,4.6
2011,13077,Coweta County,median_unit_value,182800,15071
2011,13077,Coweta County,median_household_income,70841,4971
2011,13089,DeKalb County,total_pop,699893,NA
2011,13089,DeKalb County,pop_white,255638,6179
2011,13089,DeKalb County,pop_baa,383299,3659
2011,13089,DeKalb County,pop_aian,6290,2428
2011,13089,DeKalb County,pop_asian,41578,2260
2011,13089,DeKalb County,pop_nhpi,NA,NA
2011,13089,DeKalb County,pop_other_race,29213,5756
2011,13089,DeKalb County,pop_foreign_born,116763,7167
2011,13089,DeKalb County,median_rent,960,22
2011,13089,DeKalb County,median_rent_income_percent,33.7,1.7
2011,13089,DeKalb County,median_unit_value,163700,5549
2011,13089,DeKalb County,median_household_income,65578,1932
2011,13097,Douglas County,total_pop,133355,NA
2011,13097,Douglas County,pop_white,76606,2577
2011,13097,Douglas County,pop_baa,54189,1982
2011,13097,Douglas County,pop_aian,1876,1556
2011,13097,Douglas County,pop_asian,2729,328
2011,13097,Douglas County,pop_nhpi,NA,NA
2011,13097,Douglas County,pop_other_race,2871,2154
2011,13097,Douglas County,pop_foreign_born,9890,2021
2011,13097,Douglas County,median_rent,932,84
2011,13097,Douglas County,median_rent_income_percent,30.9,3.8
2011,13097,Douglas County,median_unit_value,127600,13838
2011,13097,Douglas County,median_household_income,57907,5788
2011,13113,Fayette County,total_pop,107784,NA
2011,13113,Fayette County,pop_white,80156,1505
2011,13113,Fayette County,pop_baa,23061,629
2011,13113,Fayette County,pop_aian,865,565
2011,13113,Fayette County,pop_asian,5420,466
2011,13113,Fayette County,pop_nhpi,NA,NA
2011,13113,Fayette County,pop_other_race,1583,1319
2011,13113,Fayette County,pop_foreign_born,9816,1721
2011,13113,Fayette County,median_rent,1046,106
2011,13113,Fayette County,median_rent_income_percent,23.6,5
2011,13113,Fayette County,median_unit_value,221100,11682
2011,13113,Fayette County,median_household_income,76989,4242
2011,13117,Forsyth County,total_pop,181840,NA
2011,13117,Forsyth County,pop_white,158221,5364
2011,13117,Forsyth County,pop_baa,4784,3243
2011,13117,Forsyth County,pop_aian,NA,NA
2011,13117,Forsyth County,pop_asian,15132,3252
2011,13117,Forsyth County,pop_nhpi,NA,NA
2011,13117,Forsyth County,pop_other_race,6046,4932
2011,13117,Forsyth County,pop_foreign_born,21941,4503
2011,13117,Forsyth County,median_rent,1086,90
2011,13117,Forsyth County,median_rent_income_percent,33.7,24.6
2011,13117,Forsyth County,median_unit_value,252400,19799
2011,13117,Forsyth County,median_household_income,90345,12740
2011,13121,Fulton County,total_pop,949599,NA
2011,13121,Fulton County,pop_white,455989,5315
2011,13121,Fulton County,pop_baa,428622,2813
